index	table_id	annotator_id	premise	hypothesis	label
136	T430	GW14	 Concordia is a food&drink.  The country of origin of Concordia is Peru.  The variants of Concordia is (current) orange, strawberry, pineapple.  The related products of Concordia is Kola Real, Peru Cola, rush Naranja.  	Concordia is from Kenya and comes in several flavors.	0
992	T646	GW54	 In the box office, Deepwater Horizon made $121.8 million.   The running time of Deepwater Horizon is 107 minutes.  The release date of Deepwater Horizon are September 13, 2016 (2016-09-13) (TIFF), September 30, 2016 (2016-09-30) (United States).  Deepwater Horizon was based on Deepwater Horizon's Final Hours  , by David Barstow , David Rohde , Stephanie Saul. 	September 13 , 2016 ( TIFF ) was not its initial release	2
88	T27	GW1	 The budget of Charlie and the Chocolate Factory is $150 million.  In the box office, Charlie and the Chocolate Factory made $475 million.   The release date of Charlie and the Chocolate Factory are July 10, 2005  ( 2005-07-10 )  (Grauman's Chinese Theatre) , July 15, 2005  ( 2005-07-15 )  (United States) , July 29, 2005  ( 2005-07-29 )  (United Kingdom).  The running time of Charlie and the Chocolate Factory is 115 minutes. 	Charlie and the Chocolate Factory brought in close to half a four hundred and ninety-one million, two hundred and eighty-three thousand, one hundred and forty-two dollars at the box office.	0
232	T626	GW28	 The release date of Clueless is July 19, 1995 (1995-07-19).  The running time of Clueless is 97 minutes.  The budget of Clueless is $12 million.  In the box office, Clueless made $56.6 million.  	Clueless is a Glenview that defines the 90s era.	1
1244	T2499	GW123	 The release date of Folks! is May 1, 1992.  The running time of Folks! is 107 minutes.  The budget of Folks! is $15 million.  In the box office, Folks! made $6,132,924.  	Folks's running time is more than 180 minutes	1
579	T587	GW28	 Demon Days is a album.  Demon Days was released on 11 May 2005.  Demon Days was studio on Studio 13, London.  The producer of Demon Days are Gorillaz, Danger Mouse, Jason Cox, James Dring.  	Demon Days is a studio album produced by no one of note.	0
723	T701	GW21	 Cleopatra VII Philopator is a person.  The reign of Cleopatra VII Philopator is 51 BC to 10 or 12 August 30 BC (21 years).  The successor of Cleopatra VII Philopator is Ptolemy XV Caesarion.  The co-rulers of Cleopatra VII Philopator are Ptolemy XII Auletes, Ptolemy XIII Theos Philopator, Ptolemy XIV, Ptolemy XV Caesarion.  	Cleopatra VII was not a puppet of her roman rulers that dictated her every move .	1
1185	T2051	GW86	   2016 Ecuador earthquake was utc time on 2016-04-16 23:58:36.  The areas affected of 2016 Ecuador earthquake is Ecuador, Colombia, Peru.  The local time of 2016 Ecuador earthquake is 18:58:37 ECT (UTC-5).  The type of 2016 Ecuador earthquake is Thrust.   	The 2016 American Samoa earthquake was felt in more than one country.	0
631	T888	GW51	 The mother of Charles II is Henrietta Maria of France.   Charles II was born on 29 May 1630 ,  (N.S.: 8 June 1630)  , St James's Palace, London, England.  The house of Charles II is Stuart.  The father of Charles II is Charles I of England. 	Charles II was not a member of the royal family of Stuart in England .	0
1908	T2013	GW4	 In the box office, Indiana Jones and the Temple of Doom made $333.1 million.   The production company of Indiana Jones and the Temple of Doom is Lucasfilm Ltd..  The release date of Indiana Jones and the Temple of Doom are May 8, 1984 (Westwood), May 23, 1984 (United States).  Indiana Jones and the Temple of Doom is a movie. 	Indiana Jones and the Temple of Doom was not made by the same company that made Star Wars .	1
983	T1283	GW51	 Britney was released on November 16, 2001 (2001-11-16).  Britney was recorded on February - July 2001.  The studio of Britney are Battery Studios, Right Track Studios, Sound on Sound Studios, Sterling Sound Studios, The Hit Factory , (New York City, New York), The DOJO , (Jackson, New Jersey), Master Sound Studios, Windmark Studios , (Virginia Beach, Virginia), Hit Factory Criteria , (Miami, Florida), 2nd Floor Recording , (Orlando, Florida), Record Plant, Rusk Sound Studios , (Los Angeles, California), Westlake Recording Studios , (West Hollywood, California), Jailhouse Studios, Maratone Studios , (Stockholm, Sweden).  The producer of Britney are BT, Rodney Jerkins, Brian Kierulf, Peter Kvint, Max Martin, The Neptunes, Rami, Wade J. Robson, Josh Schwartz, Justin Timberlake.  	Britney is not a 2001 album produced and created by several different producers and studios .	0
416	T1064	GW51	 The capitaland largest city of Republic of Bulgaria is Sofia , 42Â°41â²N 23Â°19â²Eï»¿ / ï»¿42.683Â°N 23.317Â°Eï»¿ / 42.683; 23.317.  The official languages of Republic of Bulgaria is Bulgarian.  The ethnic groups  (2011) of Republic of Bulgaria is 84.8% Bulgarians, 8.8% Turks, 4.9% Romani, 0.7% others.  The demonym(s) of Republic of Bulgaria is Bulgarian. 	India is mostly made up of Turkish and Croatian people.	0
37	T163	GW2	 James T. Russell was born on 1931 (age 87-88)  Bremerton, Washington, U.S..  The nationality of James T. Russell is American.  The education of James T. Russell is Bachelor of Arts in Physics, Reed College.  The employer of James T. Russell is Pacific Northwest National Laboratory. 	James T. Russell lives in Hampton.	0
430	T784	GW6	 The also known as of Coldplay was on Pectoralz (1996-1997), Starfish (1997-1998), Los Unidades.  The origin of Coldplay is London, England.  The years active of Coldplay is 1996-present.  The labels of Coldplay are Parlophone, Capitol, Atlantic. 	Coldplay began 10 years ago in the United Kingdom.	0
1289	T719	GW4	   Cristiano Ronaldo is a person.  The full name of Cristiano Ronaldo is Cristiano Ronaldo dos Santos Aveiro.  The date of birth of Cristiano Ronaldo was on (1985-02-05) 5 February 1985 (age 33).  The place of birth of Cristiano Ronaldo is Funchal, Madeira, Portugal.   	Cristiano Ronaldo has always lived in Egypt.	1
998	T1354	GW68	 Pennsylvania State University was established on 1855.  The location of Pennsylvania State University is University Park, Pennsylvania, United States , Coordinates: 40°47′46″N 77°51′46″W﻿ / ﻿40.79611°N 77.86278°W﻿ / 40.79611; -77.86278.  Pennsylvania State University was designated on April 30, 1947.  The colors of Pennsylvania State University is Blue and white ,. 	Pennsylvania State University originally had the colors of green and white, before changing them to blue and white in 1389.	1
