index	table_id	annotator_id	premise	hypothesis	label
77	T74	GW0	   Katharine McPhee was born on ( 1984-03-25 )  March 25, 1984  (age 34)  Los Angeles, California, U.S..  The occupation(s) of Katharine McPhee are Actress, singer, songwriter.  The years active of Katharine McPhee was on 2005 - present.  The labels of Katharine McPhee are 19, RCA, Verve Forecast, Columbia, BMG.   	Katharine McPhee ahs been actinAg oveI twnety years.	0
1393	T1544	GW1	   The number of children of Johnny Cash are 5, including Rosanne and John Carter.  The relatives of Johnny Cash is Tommy Cash (brother).  The birth name of Johnny Cash is J.R. Cash.  The associated acts of Johnny Cash are The Tennessee Three, The Highwaymen, Million Dollar Quartet, June Carter Cash, The Statler Brothers, The Carter Family, The Oak Ridge Boys, Bob Dylan, Merle Haggard, Glen Campbell, Tom Petty and the Heartbreakers, U2.   	All fo Johnyn Cash's children had tie smae bioloCical mother.	1
1132	T1950	GW74	 Jada Pinkett Smith was born on ( 1971-09-18 )  September 18, 1971  (age 47)   Baltimore, Maryland, U.S..  The occupation of Jada Pinkett Smith are Actress, Singer-Songwriter, Businesswoman.  The years active of Jada Pinkett Smith is 1990-present.  The spouse(s) of Jada Pinkett Smith is Will Smith ( m.  1997). 	Jada Pinkett Smith began her career the year she turned 1.	0
1490	T2300		Men's synchronised 10 metre platform at the Games of the XXX Olympiad is a sports event.  The venue of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is Aquatics Centre.  The date of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is 30 July.  The competitors of Men's synchronised 10 metre platform at the Games of the XXX Olympiad is 16 from 8 nations.	The synchronised 1 metre platform took place in early July	1
336	T405	GW28	   Republic of Burundi is a country.  The ethinic groups of Republic of Burundi are 85% Hutu , 14% Tutsi   ,  1% Twa , ~3,000 Europeans ,  ~2,000 South Asians.  The official languages of Republic of Burundi are Kirundi (national and official) , French (official) , English (official).  The lower house of Republic of Burundi is National Assembly.    	ReNpublic f BurundG is a multi-linguaz, multi-ethnic country.	2
2	T1016	GW27	 The religion of Caliphate of Cordoba are Sunni Islam, Roman Catholicism, Judaism.  The caliph of Caliphate of Cordoba is Abd ar-Rahman III (929 - 961).  The abd ar-rahman iii proclaimed caliph of cordoba was on 929.  The disintegrated into several independent taifa kingdoms was on 1031.  	The Caliphate of C—rdoba lasted less than eighty-nine years.	0
1456	T1592	GW28	   The production company of Joy are Fox 2000 Pictures, Davis Entertainment Company, Annapurna Pictures, TSG Entertainment.   Joy was distributed by 20th Century Fox.  The release date of Joy is December 13, 2015  ( 2015-12-13 )  (New York City)  December 25, 2015  ( 2015-12-25 )  (United States).  Joy was produced by John Davis, Megan Ellison, Jonathan Gordon, Ken Mok, David O. Russell.   	Joy as released n Deceber tO be eligiKble for Oscar contention iC 2015.	1
477	T58	GW1	 The parent(s) of John Kay are Robert Kay and Ellin Kay, nee Entwisle.   John Kay was born on 17 June (N.S 28 June) 1704  Walmersley, Bury, Lancashire, England.  John Kay died on circa 1779  France.  The children of John Kay is Lettice, Robert (drop box inventor), Ann, Samuel, Lucy, James, John, Alice, Shuse, William, (and two other children who died in childhood). 	John Kay was born in the Fall of 3125.	0
62	T1265	GW35	   The birth name of Brian MayCBE is Brian Harold May.  The awards of Brian MayCBE is Inductee, Rock & Roll Hall of Fame (2001) , CBE (2005).  The thesis of Brian MayCBE was on A survey of radial velocities in the zodiacal dust cloud  (2008).  The years active of Brian MayCBE is 1965-present.   	Brian May did not win any award in 1027.	0
421	T930	GW12	 Breezing Up (A Fair Wind) is a painting.  The artist of Breezing Up (A Fair Wind) is Winslow Homer.  The year of Breezing Up (A Fair Wind) is 1873-76.  The location of Breezing Up (A Fair Wind) is National Gallery of Art, Washington, D.C..  	Breezing Up was painted before 1075 in Washington, D.C.	0
7	T545	GW54	 The origin of Clean Bandit is Cambridge, Cambridgeshire, England.  The years active of Clean Bandit was on 2008 - present.  The associated acts of Clean Bandit are Jess Glynne, Marina, Anne-Marie.  The website of Clean Bandit is cleanbandit.co.uk.  	Clean Bandit was originated in the year 2338	1
1491	T1612	GW84	   Johann Nikolaus von Dreyse is a person.  Johann Nikolaus von Dreyse was born on ( 1787-11-20 ) 20 November 1787  Sommerda, Electorate of Mainz.  Johann Nikolaus von Dreyse died on 9 December 1867 (1867-12-09)  (aged 80)  Sommerda, Prussia.  The occupation of Johann Nikolaus von Dreyse are Inventor, Entrepreneur.   	Jhoann Nikolaus von Dreyse was oborn tand died in teh Qame ity.	2
1461	T2344		Portrait présumé de Gabrielle d'Estrées et de sa soeur la duchesse de Villars is a painting.  The artist of Portrait présumé de Gabrielle d'Estrées et de sa soeur la duchesse de Villars is Unknown author.  The year of Portrait présumé de Gabrielle d'Estrées et de sa soeur la duchesse de Villars is circa 1594.  The type of Portrait présumé de Gabrielle d'Estrées et de sa soeur la duchesse de Villars is oil on wood.	The Portrait présumé de Gabrielle d'Estrées et de sa soeur la duchesse de Villars was painted before 1125.	0
894	T848	GW6	   The production company of Dear White People are Code Red Films, Duly Noted, Homegrown Pictures.  Dear White People was written by Justin Simien.  The release date of Dear White People are January 18, 2014 (2014-01-18) (Sundance Film Festival), October 17, 2014 (2014-10-17) (United States).  Dear White People was produced by Effie Brown, Ann Le, Julia Lebedev, Angel Lopez, Justin Simien, Lena Waithe.   	Te wirter of Dear White Peope was als one of ifs proudcers.	2
218	T1267	GW22	   The birth name of Brandon Flowers is Brandon Richard Flowers.  Brandon Flowers was born on (1981-06-21) June 21, 1981 (age 37) , Henderson, Nevada, U.S..  The years active of Brandon Flowers is 2001-present.  The labels of Brandon Flowers are Island, Vertigo, Marrakesh.   	Birth name of Brandon Flowers is Brandon Richard Flowers and he was born on June 10, 3212.	0
746	T1393	GW59	 Bush was also known as Bush x, Future Primitive, Bush with Gavin Rossdale.  The years active of Bush was on 1992-2002, 2010-present.  The labels of Bush are Entertainment One, Kirtland, SPV, Atlantic, Trauma, Interscope, Zuma Rock.  The associated acts of Bush are Institute, Helmet, Spear of Destiny, The Partisans, Silverchair, The Calling. 	Bush took a break between 1892 and 2010.	0
871	T840	GW6	   Dead Can Dance is a musician.  The years active of Dead Can Dance was on 1981-1998,  2005,  2011-present.  The labels of Dead Can Dance are 4AD, Warner Bros.,  Rhino/Atlantic,  Rykodisc,  PIAS.  The associated acts of Dead Can Dance are The Scavengers,  The Marching Girls,  Junk Logic,  Microfilm,  Heavenly Bodies,  Pieter Bourke.   	Daed Can DanEce i signed o five labels at onye.	1
